year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g11x5sl9e9249696,fl,4.0,20925.0,gray,gray,gm remarketing,16550.0,16100.0,2015-01-20 01:30:00+08:00
2013,Ford,Edge,Limited,SUV,automatic,2fmdk4kc0dba42243,mn,4.0,57900.0,black,brown,select lane,18350.0,19300.0,2015-05-21 03:30:00+07:00
2011,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f82ba023702,fl,2.0,99731.0,brown,tan,kelley buick gmc inc,10550.0,10800.0,2015-02-25 01:35:00+08:00
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg1dn618031,il,5.0,29000.0,gray,black,chrysler group llc,13050.0,13400.0,2015-02-26 03:00:00+08:00
2014,Buick,Verano,Convenience Group,Sedan,automatic,1g4pr5sk4e4140144,tn,4.0,34692.0,white,gray,ford-lincoln dealer program,14200.0,14600.0,2015-06-03 03:00:00+07:00
2012,Kia,Forte,EX,sedan,automatic,knafu4a28c5626678,mn,4.0,36963.0,white,gray,kia motors finance,9275.0,9700.0,2015-06-03 03:30:00+07:00
2001,Lexus,LS 430,Base,sedan,automatic,jthbn30f910041095,nc,2.0,159073.0,blue,beige,hendrick lexus,5650.0,5400.0,2015-06-17 07:00:00+07:00
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbb9dn714172,nj,4.0,52495.0,white,black,dollar thrifty auto group,9650.0,9900.0,2015-06-10 02:30:00+07:00
2009,BMW,3 Series,335i,Coupe,automatic,wbawb73599p047856,fl,2.0,90772.0,black,black,financial services remarketing (lease),14900.0,13800.0,2015-02-17 01:30:00+08:00
2012,Subaru,Outback,2.5i Premium PZEV,wagon,automatic,4s4brbcc8c3230531,wa,3.0,37154.0,blue,beige,robert larson's hyundai,18250.0,17400.0,2015-06-17 07:20:00+07:00
2014,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g37ef202730,fl,3.0,32885.0,red,brown,gm remarketing,21100.0,21300.0,2015-03-10 02:30:00+07:00
2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap2dm713819,fl,5.0,14620.0,gray,gray,nissan infiniti lt,21800.0,21200.0,2015-06-03 02:00:00+07:00
2005,Honda,Civic,LX,Sedan,automatic,jhmes16545s005494,md,2.0,175479.0,gray,gray,darcars nissan,3025.0,1200.0,2015-01-06 01:30:00+08:00
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af6fh128880,ga,2.0,2422.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,15850.0,9700.0,2015-01-08 12:30:00+08:00
2014,Lincoln,Navigator,Base,SUV,automatic,5lmjj2j55eel02507,tn,5.0,11581.0,gray,tan,ford motor credit company,44700.0,42500.0,2015-01-22 03:00:00+08:00
2012,Ram,1500,SLT,regular cab,automatic,3c6jd6ep2cg115725,tx,3.0,37817.0,white,gray,remarketing by ge/eurosport auto,14750.0,14300.0,2015-06-11 04:00:00+07:00
2011,Honda,Accord,EX,Sedan,automatic,1hgcp2f71ba089164,pa,4.0,41721.0,blue,black,ahfc/honda lease trust/hvt  inc.,12650.0,12600.0,2015-01-16 01:00:00+08:00
2002,Mercedes-Benz,C-Class,C230,Hatchback,automatic,wdbrn47j22a228205,nc,2.0,151901.0,black,gray,dt inventory,2150.0,650.0,2015-02-24 00:30:00+08:00
2014,Ford,Expedition,Limited,SUV,automatic,1fmju2a52eef47503,ca,2.0,18109.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,36600.0,24300.0,2014-12-23 12:00:00+08:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d79ckc34344,nj,3.0,30807.0,gray,gray,ford motor credit company llc,14700.0,13000.0,2015-01-14 01:00:00+08:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb0e7401125,mi,4.0,15731.0,white,black,gm remarketing,14900.0,14100.0,2015-06-11 02:30:00+07:00
2011,smart,fortwo,passion cabriolet,Convertible,automatic,wmeek3ba5bk470024,fl,5.0,39579.0,black,black,mercedes-benz of palm beach,7075.0,7000.0,2015-01-15 02:10:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg7er387933,mn,4.0,21573.0,white,black,hertz corporation/gdp,16950.0,17700.0,2015-02-25 05:00:00+08:00
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej9em133453,nv,4.0,25729.0,white,black,henderson hyundai superstore,9975.0,9500.0,2015-05-29 04:55:00+07:00
2011,Buick,Regal,CXL,Sedan,automatic,2g4gn5ecxb9206723,il,2.0,37758.0,white,beige,ally,11750.0,11900.0,2014-12-18 10:00:00+08:00
2001,Subaru,Forester,S,Wagon,automatic,jf1sf655x1h707579,md,2.0,171297.0,green,gray,darcars toyota,1275.0,1500.0,2015-01-06 01:30:00+08:00
2010,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4ps4gk9ac111888,tx,5.0,104562.0,silver,gray,fiserv/scient federal credit union,9800.0,10500.0,2015-02-17 02:30:00+08:00
2012,Chevrolet,Silverado 1500,LTZ,crew cab,automatic,3gcpkte27cg111584,wa,4.0,63099.0,red,beige,hinton chevrolet buick inc,27200.0,27200.0,2015-06-17 05:30:00+07:00
2012,Chevrolet,Captiva Sport,1LT Fleet,SUV,automatic,3gnal3e50cs649903,fl,2.0,35208.0,white,black,the hertz corporation/gm,11600.0,9900.0,2014-12-22 09:30:00+08:00
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e31c1243887,tx,4.0,64195.0,black,black,chrysler capital,8775.0,10000.0,2015-02-25 02:30:00+08:00
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c53be743218,ca,4.0,33274.0,white,black,financial services remarketing (lease),27100.0,29250.0,2015-02-12 04:30:00+08:00
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl9ef253198,co,3.0,18330.0,silver,black,gm remarketing,15050.0,14700.0,2015-02-03 03:30:00+08:00
1999,Mercury,Grand Marquis,LS,Sedan,automatic,2mefm75w0xx647402,va,2.0,203068.0,beige,beige,purple heart,900.0,600.0,2015-01-29 03:50:00+08:00
1993,Chevrolet,C/K 1500 Series,Cheyenne,Regular Cab,automatic,1gcec14z0pe188446,oh,1.0,136325.0,blue,blue,purple heart services inc,775.0,650.0,2014-12-23 13:00:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1115sl2e9269807,fl,4.0,24775.0,white,gray,gm remarketing,18250.0,18500.0,2015-03-10 02:30:00+07:00
2012,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e32c1222459,pa,1.0,54385.0,silver,black,the hertz corporation,10050.0,9700.0,2015-01-02 09:00:00+08:00
2008,Dodge,Magnum,Base,Wagon,automatic,2d4fv47t38h197582,il,3.0,102453.0,gray,gray,gateway one lending & finance,4975.0,6200.0,2015-01-27 02:00:00+08:00
2009,Ford,Fusion,SEL,Sedan,automatic,3fahp08129r196781,az,2.0,156917.0,blue,black,remarketing by ge/okaloosa county teachers fcu,3725.0,4500.0,2015-02-12 03:00:00+08:00
2012,Dodge,Grand Caravan,Crew,minivan,automatic,2c4rdgdg3cr107971,co,4.0,60151.0,black,beige,first tech credit union,12050.0,13500.0,2015-06-09 05:00:00+07:00
2015,Hyundai,Santa Fe Sport,Sport,SUV,automatic,5xyzt3lb3fg270856,fl,2.0,1820.0,black,gray,supreme vehicle sales llc,20700.0,12200.0,2015-05-26 02:00:00+07:00
2010,Ford,F-150,XL,Regular Cab,automatic,1ftmf1cw4aka89941,ca,2.0,140738.0,white,tan,enterprise fm exchange/tra/lease,4850.0,4100.0,2014-12-23 13:00:00+08:00
2013,Ford,Mustang,Boss 302,coupe,manual,1zvbp8cu4d5263616,fl,5.0,3169.0,green,black,daytona nissan,39500.0,38600.0,2015-06-03 02:45:00+07:00
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm6eke85491,ca,5.0,15451.0,black,gray,enterprise veh exchange/rental,24300.0,26000.0,2015-02-19 03:30:00+08:00
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7cn170129,md,1.0,71199.0,silver,black,santander consumer,7600.0,4400.0,2015-01-27 05:00:00+08:00
1997,Mercury,Sable,GS,Sedan,automatic,1melm50u8va624176,pa,2.0,170824.0,red,beige,purple heart,550.0,300.0,2014-12-30 13:01:00+08:00
2003,Toyota,4Runner,SR5,suv,automatic,jtezu14r430007446,ca,3.0,176163.0,white,gray,premium auto wholesale,4550.0,3000.0,2015-06-02 06:00:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er437247,pa,3.0,17048.0,blue,black,enterprise holdings/gdp,19700.0,19400.0,2015-02-19 01:30:00+08:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f34ca091814,nj,4.0,34302.0,white,beige,ahfc/honda lease trust/hvt  inc. eot,12250.0,12100.0,2015-01-28 01:30:00+08:00
2006,Chevrolet,Aveo,LT,Hatchback,automatic,kl1tg66696b651056,wa,3.0,91134.0,blue,black,hertz remarketing,2100.0,2100.0,2015-02-18 05:10:00+08:00
2008,Dodge,Charger,Base,Sedan,automatic,2b3ka43g28h190379,tx,3.0,140675.0,gray,black,san antonio dodge chrysler jeep,4700.0,4800.0,2015-01-21 02:05:00+08:00
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af9fh072708,fl,4.0,3573.0,red,gray,city motors group inc,16550.0,16000.0,2015-03-06 01:25:00+08:00
2011,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv3bw172204,oh,5.0,36365.0,black,tan,toyota financial services,14550.0,16800.0,2015-01-20 01:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1er477174,pa,4.0,12964.0,white,black,enterprise holdings/gdp,17300.0,17400.0,2015-02-19 01:30:00+08:00
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zd5eu8cf384463,mi,3.0,60953.0,white,black,the hertz corporation,10300.0,10001.0,2015-01-29 02:00:00+08:00
2014,Nissan,Xterra,X,SUV,automatic,5n1an0nu9en803607,ga,5.0,27419.0,gray,gray,enterprise veh exchange/rental,18300.0,18200.0,2015-01-13 09:30:00+08:00
2007,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ak24f17e002861,tx,3.0,88455.0,red,black,credit acceptance corp/vrs/southfield,4975.0,4300.0,2015-02-19 03:00:00+08:00
2014,Dodge,Journey,SXT,suv,automatic,3c4pdcbg4et313576,il,4.0,14515.0,gray,black,hertz corporation/gdp,16150.0,16900.0,2015-06-18 04:00:00+07:00
2002,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11d42c162773,va,2.0,61249.0,brown,tan,purple heart,3175.0,4400.0,2015-02-26 03:50:00+08:00
2005,Mazda,Mazda6,i,Sedan,automatic,1yvfp80c955m24411,in,1.0,159045.0,gold,tan,general acceptance corporation,1825.0,550.0,2015-02-12 04:30:00+08:00
2004,Mercury,Grand Marquis,LS Premium,Sedan,automatic,2mehm75w74x621710,ma,2.0,130183.0,green,tan,new city funding,2375.0,2500.0,2014-12-23 09:30:00+08:00
2007,Infiniti,G35,Journey,Sedan,automatic,jnkbv61e87m711812,nv,2.0,64335.0,blue,gray,wells fargo financial acceptance,12100.0,11200.0,2015-02-06 04:00:00+08:00
2013,Ford,Escape,S,SUV,automatic,1fmcu0f73dub17331,fl,4.0,91354.0,black,black,northwestern chrys/j/d/ge,10300.0,11300.0,2015-02-11 01:00:00+08:00
2008,Saturn,Aura,XE,Sedan,automatic,1g8zs57n68f165229,tx,2.0,80929.0,silver,gray,usaa financial,4900.0,5000.0,2015-01-14 02:20:00+08:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab2en127160,nj,1.0,33884.0,white,tan,enterprise vehicle exchange / tra / rental / tulsa,10950.0,6500.0,2015-02-11 04:00:00+08:00
2014,Porsche,Cayenne,Base,suv,automatic,wp1aa2a24ela95373,fl,5.0,6173.0,white,black,the collection,55900.0,55500.0,2015-06-04 02:15:00+07:00
2002,Saturn,S-Series,SL1,Sedan,automatic,1g8zh52842z312718,pa,2.0,140361.0,silver,gray,purple heart,975.0,650.0,2015-02-17 05:01:00+08:00
2012,Hyundai,Veloster,Base,Hatchback,automatic,kmhtc6ad5cu042004,mi,5.0,66676.0,orange,black,kevins marysville auto sales inc,10350.0,11300.0,2015-05-21 02:30:00+07:00
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc3fr210834,fl,4.0,13173.0,white,tan,gm/enterprise vehicle exchange,43100.0,44000.0,2015-02-09 05:00:00+08:00
2015,Dodge,Grand Caravan,SE Plus,Minivan,automatic,2c4rdgbg4fr512468,il,4.0,1552.0,gray,black,fca us llc,18550.0,19600.0,2015-06-04 04:00:00+07:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9dg7ckc69355,pa,5.0,64122.0,gold,black,lease plan usa,13850.0,13600.0,2015-02-04 01:30:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s35e9232697,il,3.0,23067.0,gray,black,gm remarketing,19600.0,18400.0,2015-03-05 03:00:00+08:00
2014,Infiniti,Q50,Premium,Sedan,automatic,jn1bv7ap2em684812,ca,1.0,16345.0,silver,black,hertz damaged liquidation,29600.0,17500.0,2014-12-23 12:00:00+08:00
2003,Audi,A4,3.0 quattro,Sedan,manual,wault68e13a309690,ca,1.0,114567.0,blue,gray,lincoln financial services,3325.0,1900.0,2015-01-28 04:30:00+08:00
2013,Hyundai,Santa Fe,Sport,suv,automatic,5xyzu3lb9dg123807,fl,5.0,19920.0,green,beige,central florida chrysler jeep dodge,19100.0,20000.0,2015-06-02 02:10:00+07:00
2006,Acura,TL,Base,sedan,automatic,19uua66276a047654,ca,4.0,108848.0,blue,gray,aaero sweet corporation,7550.0,9600.0,2015-06-17 05:00:00+07:00
2006,Ford,F-150,XLT,SuperCab,automatic,1ftpx12556na87513,oh,1.0,1.0,green,tan,sullivan auto group llc,3700.0,200.0,2015-04-16 02:00:00+07:00
2002,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11dx2c123282,ca,2.0,135994.0,white,gray,tradewinds remarketing,2050.0,2100.0,2015-02-05 04:00:00+08:00
2011,Buick,Regal,CXL,Sedan,automatic,w04gn5ec2b1087438,ga,4.0,45570.0,blue,black,wells fargo dealer services,11300.0,12100.0,2014-12-18 10:00:00+08:00
2014,Dodge,Journey,R/T,SUV,automatic,3c4pddeg4et185633,mi,5.0,10402.0,silver,black,kevins marysville auto sales inc,22100.0,23600.0,2015-03-05 01:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1er352224,pa,4.0,23488.0,gold,black,hertz corporation/gdp,16850.0,17200.0,2015-02-19 01:30:00+08:00
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh0ez023868,ca,3.0,17644.0,gray,gray,hertz corporation/gdp,12600.0,12700.0,2015-01-27 04:30:00+08:00
2014,Toyota,RAV4,XLE,SUV,automatic,jtmwfrev9ej007998,mo,5.0,7445.0,gray,black,green hyundai,22300.0,22800.0,2015-02-10 03:00:00+08:00
2012,Nissan,Sentra,2.0 SR,sedan,automatic,3n1ab6apxcl676026,co,3.0,33211.0,silver,gray,nissan-infiniti lt,10050.0,8600.0,2015-06-16 05:00:00+07:00
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f89egb11846,tn,4.0,31840.0,red,beige,ars/avis budget group,29900.0,28800.0,2015-02-25 02:00:00+08:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb9e7324996,fl,3.0,13417.0,red,beige,gm remarketing,15150.0,14600.0,2015-01-26 05:00:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0er305265,mn,3.0,28951.0,red,black,hertz corporation/gdp,16550.0,17100.0,2015-02-11 05:00:00+08:00
2003,Volvo,S60,2.4T,sedan,automatic,yv1rs58d232262868,ca,2.0,1.0,blue,beige,lexus of pleasanton,3225.0,950.0,2015-06-03 05:30:00+07:00
2008,Volkswagen,Rabbit,S,hatchback,automatic,wvwba71k88w006443,ma,2.0,33204.0,silver,black,boch new to you superstore,7250.0,5100.0,2015-06-02 02:30:00+07:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e34e1126791,il,4.0,19329.0,silver,gray,gm remarketing,13300.0,13200.0,2015-02-05 03:00:00+08:00
2000,Honda,Prelude,Base,Coupe,manual,jhmbb6141yc006390,ca,2.0,150868.0,red,gray,purple heart services inc,2500.0,1750.0,2015-05-27 08:10:00+07:00
2003,Mercedes-Benz,S-Class,S430,Sedan,automatic,wdbng70j23a323370,md,2.0,99533.0,silver,gray,credit acceptance corp/vrs/southfield,6125.0,4500.0,2015-02-10 01:30:00+08:00
2006,Ford,Explorer,XLT,SUV,automatic,1fmeu63e46za16268,mo,4.0,88943.0,brown,gray,meridian remarketing,5500.0,4300.0,2015-01-14 02:30:00+08:00
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bc781516,oh,5.0,50355.0,blue,black,wholesale inc # 2,26500.0,27000.0,2015-01-20 01:30:00+08:00
2015,Chevrolet,Impala,LTZ,sedan,automatic,2g1165s32f9135480,fl,4.0,11090.0,black,gray,gm remarketing,25500.0,26000.0,2015-06-01 06:00:00+07:00
2013,Toyota,Corolla,S,sedan,automatic,5yfbu4ee3dp160474,fl,3.0,47710.0,red,black,the hertz corporation,11750.0,12100.0,2015-06-09 02:15:00+07:00
2006,Volkswagen,Passat,2.0T,Sedan,automatic,wvwek73c66p121713,nj,2.0,163851.0,white,black,jpmorgan chase bank n.a.,2925.0,1800.0,2015-03-04 01:30:00+08:00
2014,Nissan,Sentra,FE+ S,Sedan,automatic,3n1ab7ap4el648134,ca,2.0,22156.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,11350.0,7600.0,2014-12-17 15:05:00+08:00
2014,Hyundai,Equus,Signature,Sedan,automatic,kmhgh4jh8eu082347,ca,5.0,157.0,silver,black,hyundai motor america/co car,43700.0,41500.0,2015-01-27 04:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er324396,pa,5.0,20214.0,blue,black,hertz corporation/gdp,19400.0,18900.0,2015-01-22 01:30:00+08:00
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae5cu352365,mn,2.0,36349.0,black,gray,hyundai motor finance,10350.0,9100.0,2015-01-14 02:30:00+08:00
2014,Kia,Sportage,LX,SUV,automatic,kndpbcac5e7630100,nj,5.0,9214.0,gray,gray,kia motors america  inc,17950.0,18000.0,2015-02-11 01:30:00+08:00
2003,Audi,A6,3.0 quattro,Sedan,automatic,wault64b43n033400,nj,3.0,129135.0,white,gray,credit acceptance corp/vrs/southfield,2375.0,1300.0,2015-05-26 03:45:00+07:00
2014,Chevrolet,Equinox,LT,SUV,automatic,2gnalbek5e6198324,wa,5.0,38969.0,silver,gray,ge fleet services for itself/servicer,18050.0,17300.0,2015-02-25 04:00:00+08:00
2007,Kia,Spectra,EX,Sedan,automatic,knafe122375405408,ca,2.0,137935.0,silver,gray,lincoln financial services,2025.0,1900.0,2015-01-14 04:30:00+08:00
2009,smart,fortwo,BRABUS coupe,Hatchback,automatic,wmeej31x99k331436,ca,2.0,72212.0,red,black,cig financial,4275.0,2100.0,2014-12-17 11:00:00+08:00
2010,Buick,LaCrosse,CX,Sedan,automatic,1g4gb5egxaf158383,wi,3.0,68113.0,silver,beige,capital one auto finance,9025.0,10100.0,2014-12-31 10:00:00+08:00
2012,Audi,A6,2.0T Premium,Sedan,automatic,waudfafc9cn074416,ga,4.0,56048.0,gray,gray,jim ellis,24800.0,24400.0,2015-05-27 03:00:00+07:00
2001,Ford,Econoline Cargo,E-350 Super Duty,Van,automatic,1ftss34l71hb04433,ny,1.0,114391.0,white,gray,lease plan usa,1400.0,450.0,2015-01-28 02:30:00+08:00
2007,Chrysler,Pacifica,Touring,Wagon,automatic,2a8gm68x47r103003,nc,3.0,100176.0,red,tan,dt credit corporation,4925.0,6600.0,2014-12-30 09:30:00+08:00
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab8fn594035,fl,2.0,18772.0,brown,black,florida auto financial group,15000.0,13200.0,2015-06-02 02:30:00+07:00
2003,Acura,MDX,Touring,SUV,automatic,2hnyd188x3h542319,oh,1.0,1.0,silver,gray,auto outlet llc,5850.0,1100.0,2015-02-17 05:00:00+08:00
2012,Honda,Odyssey,EX-L,minivan,automatic,5fnrl5h69cb095796,nj,3.0,34615.0,gray,gray,ht automotive llc,22000.0,23250.0,2015-06-10 02:30:00+07:00
2012,Hyundai,Elantra Touring,SE,Hatchback,automatic,kmhdc8ae9cu156029,va,2.0,12024.0,silver,black,the bank of southside virginia,11450.0,12000.0,2015-01-29 01:20:00+08:00
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab7en204325,mn,3.0,22080.0,white,black,hertz corporation/gdp,11600.0,11600.0,2015-02-25 05:00:00+08:00
2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb3d7140728,mi,4.0,58695.0,beige,black,the hertz corporation,9850.0,9900.0,2015-01-08 09:30:00+08:00
2005,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52k85u193665,nc,2.0,126025.0,black,tan,remarketing by ge/gaia llc,3250.0,2700.0,2015-03-02 01:00:00+08:00
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a72cl018365,fl,4.0,22992.0,gray,beige,the collection,51300.0,52800.0,2015-03-05 01:15:00+08:00
2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c76s520756,pa,3.0,106475.0,blue,gray,toyota financial services,6000.0,4700.0,2014-12-19 08:29:00+08:00
2011,Cadillac,SRX,Luxury,SUV,automatic,3gyfndey6bs679909,nj,4.0,40742.0,silver,black,us bank,21600.0,22600.0,2015-02-18 01:30:00+08:00
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k28el239496,ca,2.0,24131.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,12250.0,8400.0,2015-03-03 05:00:00+08:00
2002,Chevrolet,Blazer,LS,SUV,automatic,1gncs18wx2k125544,oh,1.0,133358.0,silver,gray,halleen kia,1275.0,1400.0,2015-01-13 09:30:00+08:00
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h73dr283285,ma,3.0,60855.0,white,black,dtg operations inc,11450.0,10900.0,2015-05-26 02:30:00+07:00
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jb1da726391,nj,4.0,13253.0,black,black,mercedes-benz financial services,31100.0,30750.0,2015-02-11 01:30:00+08:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek6es600312,il,4.0,18735.0,red,black,gm remarketing,16300.0,16400.0,2015-01-27 02:00:00+08:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sbxe7284546,mi,4.0,14883.0,black,black,gm remarketing,13550.0,12900.0,2015-03-05 01:30:00+08:00
2008,Mitsubishi,Lancer,ES,Sedan,automatic,ja3au26u68u039645,tx,1.0,150335.0,gray,black,titlemax/balcone heights tx1,2700.0,2200.0,2015-01-14 02:00:00+08:00
2004,Toyota,Camry,LE V6,Sedan,automatic,4t1bf32k44u065502,ma,2.0,94713.0,white,gray,bmw of cape cod,5475.0,4400.0,2015-03-03 01:30:00+08:00
2007,Chrysler,300,C,sedan,automatic,2c3ka63h87h811212,in,3.0,132449.0,black,gray,general acceptance corporation,8975.0,7300.0,2015-05-28 03:05:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxer395767,fl,4.0,28702.0,white,tan,pv holding inc/gdp,18700.0,18450.0,2015-04-27 05:30:00+07:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg8er253545,ga,4.0,9597.0,beige,black,young motors llc,17450.0,18500.0,2015-02-19 02:00:00+08:00
2014,Ford,F-250 Super Duty,King Ranch,Crew Cab,automatic,1ft7w2bt1eea97493,co,5.0,29968.0,black,brown,cover-jones motor company,48600.0,48500.0,2015-03-04 03:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er399278,fl,4.0,22677.0,white,black,enterprise holdings/gdp,19050.0,18800.0,2015-02-16 04:30:00+08:00
2007,Lexus,IS 250,Base,Sedan,automatic,jthbk262272040889,wa,2.0,96002.0,black,black,exotic motors imports  llc,11350.0,12700.0,2015-02-18 05:30:00+08:00
2005,Chevrolet,Malibu,Base,Sedan,automatic,1g1zs52f75f248002,wi,1.0,103737.0,gold,tan,dt credit corporation,2875.0,1000.0,2015-01-07 10:30:00+08:00
2003,Kia,Sorento,LX,suv,automatic,kndjd733135150990,ut,2.0,1.0,blue,gray,1st choice money center,3225.0,300.0,2015-06-17 06:00:00+07:00
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,1c4bjwfg9dl662550,wi,5.0,33856.0,black,black,new look enterprises inc,33100.0,31800.0,2015-05-20 03:00:00+07:00
2013,Chevrolet,Black Diamond Avalanche,LTZ,Crew Cab,automatic,3gntkge72dg312366,nc,5.0,22411.0,black,black,medlin buick gmc mazda,39700.0,39500.0,2014-12-30 09:15:00+08:00
2006,Chrysler,300,Base,sedan,automatic,2c3ka43r86h223774,md,4.0,47749.0,white,gray,credit acceptance corp/vrs/southfield,6475.0,7200.0,2015-06-16 02:30:00+07:00
2004,Lexus,LS 430,Base,Sedan,automatic,jthbn36f140147181,ca,3.0,135243.0,white,tan,tradewinds remarketing,10250.0,14250.0,2015-02-18 04:30:00+08:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb0e7411840,il,3.0,7462.0,red,black,gm remarketing,13650.0,14000.0,2015-02-24 02:00:00+08:00
2013,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj6dm117830,ga,3.0,33571.0,red,black,associated credit union,9075.0,7800.0,2015-02-12 02:00:00+08:00
2014,Jeep,Patriot,Limited,SUV,automatic,1c4njrcb1ed685064,pa,4.0,19161.0,burgundy,black,fca us llc,18100.0,18700.0,2015-05-28 02:30:00+07:00
2014,Nissan,Murano,S,suv,automatic,jn8az1mw3ew510737,ne,4.0,32280.0,black,black,enterprise vehicle exchange/davenport,19100.0,19300.0,2015-06-04 03:30:00+07:00
2002,Volkswagen,Passat,GLS 1.8T,Sedan,automatic,wvwpd63b42p347702,va,2.0,157375.0,blue,black,purple heart,1275.0,250.0,2015-02-12 03:50:00+08:00
2012,Chevrolet,Equinox,LS,suv,automatic,2gnflcek1c6303899,or,4.0,58523.0,beige,black,lease plan usa,13050.0,14300.0,2015-06-02 05:00:00+07:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg1et178532,il,3.0,18099.0,blue,black,hertz corporation/gdp,18000.0,16200.0,2015-06-04 04:00:00+07:00
2002,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmru17l32la85169,fl,2.0,227601.0,black,tan,pompano ford lincoln mercury,1350.0,1200.0,2015-01-16 01:35:00+08:00
